,Clean,Noisy,DCUNet,DPTNet,RegressionFCNN,SMoLnet,WaveUNet
0,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR5-FNLP0-SI1308.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR5-FNLP0-SI1308.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR5-FNLP0-SI1308.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR5-FNLP0-SI1308.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR5-FNLP0-SI1308.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR5-FNLP0-SI1308.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR5-FNLP0-SI1308.n122.wav
1,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR4-FEDW0-SI1084.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR4-FEDW0-SI1084.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR4-FEDW0-SI1084.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR4-FEDW0-SI1084.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR4-FEDW0-SI1084.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR4-FEDW0-SI1084.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR4-FEDW0-SI1084.n121.wav
2,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR4-MPWM0-SI1757.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR4-MPWM0-SI1757.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR4-MPWM0-SI1757.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR4-MPWM0-SI1757.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR4-MPWM0-SI1757.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR4-MPWM0-SI1757.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR4-MPWM0-SI1757.n122.wav
3,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR1-FELC0-SI1386.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR1-FELC0-SI1386.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR1-FELC0-SI1386.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR1-FELC0-SI1386.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR1-FELC0-SI1386.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR1-FELC0-SI1386.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR1-FELC0-SI1386.n122.wav
4,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR6-MRJR0-SI2313.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR6-MRJR0-SI2313.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR6-MRJR0-SI2313.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR6-MRJR0-SI2313.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR6-MRJR0-SI2313.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR6-MRJR0-SI2313.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR6-MRJR0-SI2313.n121.wav
5,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR5-FUTB0-SI1330.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR5-FUTB0-SI1330.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR5-FUTB0-SI1330.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR5-FUTB0-SI1330.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR5-FUTB0-SI1330.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR5-FUTB0-SI1330.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR5-FUTB0-SI1330.n122.wav
6,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR5-FASW0-SX290.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR5-FASW0-SX290.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR5-FASW0-SX290.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR5-FASW0-SX290.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR5-FASW0-SX290.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR5-FASW0-SX290.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR5-FASW0-SX290.n122.wav
7,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR4-FRNG0-SX365.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR4-FRNG0-SX365.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR4-FRNG0-SX365.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR4-FRNG0-SX365.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR4-FRNG0-SX365.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR4-FRNG0-SX365.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR4-FRNG0-SX365.n121.wav
8,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR5-FNLP0-SI1308.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR5-FNLP0-SI1308.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR5-FNLP0-SI1308.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR5-FNLP0-SI1308.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR5-FNLP0-SI1308.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR5-FNLP0-SI1308.n121.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR5-FNLP0-SI1308.n121.wav
9,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Clean/clean_DR2-MCCS0-SI1469.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/Noisy/-20dB/Noisy_DR2-MCCS0-SI1469.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DCUNet/-20dB/DCUNet_DR2-MCCS0-SI1469.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/DPTNet/-20dB/DPTNet_DR2-MCCS0-SI1469.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/RegressionFCNN/-20dB/RegressionFCNN_DR2-MCCS0-SI1469.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/SMoLnet/-20dB/SMoLnet_DR2-MCCS0-SI1469.n122.wav,static/configs/resources/Drone_Noise_Test_Data/drone_noise_out/WaveUNet/-20dB/WaveUNet_DR2-MCCS0-SI1469.n122.wav
